country,country_code,year_week,source,new_cases,number_sequenced,percent_cases_sequenced,valid_denominator,variant,number_detections_variant,number_sequenced_known_variant,percent_variant
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,AT.1,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,AY.4.2,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,B.1.1.529,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,B.1.1.7,50,52,96.2
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,B.1.1.7+E484K,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,B.1.351,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,B.1.427/B.1.429,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,B.1.525,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,B.1.526,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,B.1.616,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,B.1.617,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,B.1.617.1,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,B.1.617.2,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,B.1.617.3,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,B.1.620,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,B.1.621,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,B.1.640,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,C.1.2,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,C.37,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,P.1,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,P.3,0,52,0
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,UNK,0,,
Bulgaria,BG,2021-22,GISAID,1205,52,4.3,Yes,Other,2,52,3.8
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,AT.1,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,AY.4.2,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,B.1.1.529,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,B.1.1.7,42,51,82.4
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,B.1.1.7+E484K,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,B.1.351,1,51,2
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,B.1.427/B.1.429,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,B.1.525,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,B.1.526,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,B.1.616,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,B.1.617,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,B.1.617.1,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,B.1.617.2,7,51,13.7
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,B.1.617.3,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,B.1.620,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,B.1.621,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,B.1.640,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,C.1.2,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,C.37,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,P.1,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,P.3,0,51,0
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,UNK,0,,
Bulgaria,BG,2021-23,GISAID,868,51,5.9,Yes,Other,1,51,2
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,AT.1,1,44,2.3
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,AY.4.2,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,B.1.1.529,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,B.1.1.7,27,44,61.4
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,B.1.1.7+E484K,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,B.1.351,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,B.1.427/B.1.429,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,B.1.525,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,B.1.526,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,B.1.616,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,B.1.617,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,B.1.617.1,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,B.1.617.2,16,44,36.4
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,B.1.617.3,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,B.1.620,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,B.1.621,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,B.1.640,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,C.1.2,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,C.37,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,P.1,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,P.3,0,44,0
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,UNK,0,,
Bulgaria,BG,2021-24,GISAID,711,44,6.2,Yes,Other,0,44,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,AT.1,2,81,2.5
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,AY.4.2,0,81,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,B.1.1.529,0,81,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,B.1.1.7,43,81,53.1
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,B.1.1.7+E484K,0,81,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,B.1.351,1,81,1.2
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,B.1.427/B.1.429,0,81,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,B.1.525,0,81,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,B.1.526,0,81,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,B.1.616,0,81,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,B.1.617,0,81,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,B.1.617.1,0,81,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,B.1.617.2,35,81,43.2
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,B.1.617.3,0,81,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,B.1.620,0,81,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,B.1.621,0,81,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,B.1.640,0,81,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,C.1.2,0,81,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,C.37,0,81,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,P.1,0,81,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,P.3,0,81,0
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,UNK,0,,
Bulgaria,BG,2021-25,GISAID,510,81,15.9,Yes,Other,0,81,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,AT.1,2,95,2.1
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,AY.4.2,0,95,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,B.1.1.529,0,95,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,B.1.1.7,39,95,41.1
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,B.1.1.7+E484K,0,95,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,B.1.351,1,95,1.1
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,B.1.427/B.1.429,0,95,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,B.1.525,0,95,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,B.1.526,0,95,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,B.1.616,0,95,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,B.1.617,0,95,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,B.1.617.1,0,95,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,B.1.617.2,53,95,55.8
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,B.1.617.3,0,95,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,B.1.620,0,95,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,B.1.621,0,95,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,B.1.640,0,95,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,C.1.2,0,95,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,C.37,0,95,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,P.1,0,95,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,P.3,0,95,0
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,UNK,0,,
Bulgaria,BG,2021-26,GISAID,519,95,18.3,Yes,Other,0,95,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,AT.1,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,AY.4.2,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,B.1.1.529,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,B.1.1.7,26,81,32.1
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,B.1.1.7+E484K,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,B.1.351,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,B.1.427/B.1.429,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,B.1.525,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,B.1.526,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,B.1.616,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,B.1.617,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,B.1.617.1,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,B.1.617.2,55,81,67.9
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,B.1.617.3,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,B.1.620,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,B.1.621,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,B.1.640,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,C.1.2,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,C.37,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,P.1,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,P.3,0,81,0
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,UNK,0,,
Bulgaria,BG,2021-27,GISAID,412,81,19.7,Yes,Other,0,81,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,AT.1,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,AY.4.2,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,B.1.1.529,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,B.1.1.7,7,78,9
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,B.1.1.7+E484K,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,B.1.351,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,B.1.427/B.1.429,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,B.1.525,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,B.1.526,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,B.1.616,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,B.1.617,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,B.1.617.1,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,B.1.617.2,71,78,91
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,B.1.617.3,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,B.1.620,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,B.1.621,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,B.1.640,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,C.1.2,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,C.37,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,P.1,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,P.3,0,78,0
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,UNK,0,,
Bulgaria,BG,2021-28,GISAID,484,78,16.1,Yes,Other,0,78,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,AT.1,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,AY.4.2,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,B.1.1.529,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,B.1.1.7,3,161,1.9
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,B.1.1.7+E484K,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,B.1.351,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,B.1.427/B.1.429,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,B.1.525,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,B.1.526,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,B.1.616,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,B.1.617,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,B.1.617.1,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,B.1.617.2,157,161,97.5
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,B.1.617.3,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,B.1.620,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,B.1.621,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,B.1.640,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,C.1.2,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,C.37,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,P.1,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,P.3,0,161,0
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,UNK,0,,
Bulgaria,BG,2021-29,GISAID,699,161,23,Yes,Other,1,161,0.6
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,AT.1,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,AY.4.2,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,B.1.1.529,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,B.1.1.7,3,214,1.4
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,B.1.1.7+E484K,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,B.1.351,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,B.1.427/B.1.429,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,B.1.525,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,B.1.526,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,B.1.616,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,B.1.617,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,B.1.617.1,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,B.1.617.2,210,214,98.1
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,B.1.617.3,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,B.1.620,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,B.1.621,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,B.1.640,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,C.1.2,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,C.37,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,P.1,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,P.3,0,214,0
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,UNK,0,,
Bulgaria,BG,2021-30,GISAID,1425,214,15,Yes,Other,1,214,0.5
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,AT.1,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,AY.4.2,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,B.1.1.529,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,B.1.1.7,4,280,1.4
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,B.1.1.7+E484K,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,B.1.351,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,B.1.427/B.1.429,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,B.1.525,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,B.1.526,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,B.1.616,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,B.1.617,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,B.1.617.1,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,B.1.617.2,275,280,98.2
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,B.1.617.3,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,B.1.620,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,B.1.621,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,B.1.640,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,C.1.2,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,C.37,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,P.1,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,P.3,0,280,0
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,UNK,0,,
Bulgaria,BG,2021-31,GISAID,2819,280,9.9,Yes,Other,1,280,0.4
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,AT.1,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,AY.4.2,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,B.1.1.529,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,B.1.1.7,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,B.1.1.7+E484K,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,B.1.351,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,B.1.427/B.1.429,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,B.1.525,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,B.1.526,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,B.1.616,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,B.1.617,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,B.1.617.1,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,B.1.617.2,326,330,98.8
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,B.1.617.3,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,B.1.620,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,B.1.621,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,B.1.640,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,C.1.2,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,C.37,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,P.1,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,P.3,0,330,0
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,UNK,0,,
Bulgaria,BG,2021-32,GISAID,5089,330,6.5,Yes,Other,4,330,1.2
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,AT.1,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,AY.4.2,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,B.1.1.529,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,B.1.1.7,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,B.1.1.7+E484K,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,B.1.351,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,B.1.427/B.1.429,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,B.1.525,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,B.1.526,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,B.1.616,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,B.1.617,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,B.1.617.1,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,B.1.617.2,467,468,99.8
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,B.1.617.3,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,B.1.620,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,B.1.621,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,B.1.640,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,C.1.2,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,C.37,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,P.1,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,P.3,0,468,0
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,UNK,0,,
Bulgaria,BG,2021-33,GISAID,7949,468,5.9,Yes,Other,1,468,0.2
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,AT.1,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,AY.4.2,1,468,0.2
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,B.1.1.529,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,B.1.1.7,1,468,0.2
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,B.1.1.7+E484K,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,B.1.351,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,B.1.427/B.1.429,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,B.1.525,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,B.1.526,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,B.1.616,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,B.1.617,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,B.1.617.1,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,B.1.617.2,463,468,98.9
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,B.1.617.3,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,B.1.620,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,B.1.621,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,B.1.640,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,C.1.2,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,C.37,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,P.1,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,P.3,0,468,0
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,UNK,0,,
Bulgaria,BG,2021-34,GISAID,10237,467,4.6,Yes,Other,3,468,0.6
Bulgaria,BG,2021-35,GISAID,10397,396,3.8,Yes,AT.1,0,398,0
Bulgaria,BG,2021-35,GISAID,10397,396,3.8,Yes,AY.4.2,2,398,0.5
Bulgaria,BG,2021-35,GISAID,10397,396,3.8,Yes,B.1.1.529,0,398,0
Bulgaria,BG,2021-35,GISAID,10397,396,3.8,Yes,B.1.1.7,0,398,0
Bulgaria,BG,2021-35,GISAID,10397,396,3.8,Yes,B.1.1.7+E484K,0,398,0
Bulgaria,BG,2021-35,GISAID,10397,396,3.8,Yes,B.1.351,0,398,0
Bulgaria,BG,2021-35,GISAID,10397,396,3.8,Yes,B.1.427/B.1.429,0,398,0
Bulgaria,BG,2021-35,GISAID,10397,396,3.8,Yes,B.1.525,0,398,0
Bulgaria,BG,2021-35,GISAID,10397,396,3.8,Yes,B.1.526,0,398,0
Bulgaria,BG,2021-35,GISAID,10397,396,3.8,Yes,B.1.616,0,398,0
Bulgaria,BG,2021-35,GISAID,10397,396,3.8,Yes,B.1.617,0,398,0
